100,0.004504
200,0.003502
300,0.002506
400,0.003002
500,0.003002
600,0.003001
700,0.003003
800,0.002001
900,0.001001
1000,0.003002
1100,0.002001
1200,0.003003
1300,0.003001
1400,0.002001
1500,0.003002
1600,0.003002
1700,0.003004
1800,0.003000
1900,0.002003
2000,0.001999
2100,0.002002
2200,0.003003
2300,0.003001
2400,0.002003
2500,0.003001
2600,0.003002
2700,0.002001
2800,0.002001
2900,0.002001
3000,0.002002
3100,0.001000
3200,0.003005
3300,0.001999
3400,0.002002
3500,0.002002
3600,0.001001
3700,0.002001
3800,0.002506
3900,0.002002
4000,0.002002
4100,0.002501
4200,0.001501
4300,0.002002
4400,0.003003
4500,0.002504
4600,0.002001
4700,0.003004
4800,0.003002
4900,0.002000
5000,0.003003
5100,0.003001
5200,0.002002
5300,0.002001
5400,0.002001
5500,0.002002
5600,0.002000
5700,0.002002
5800,0.003002
5900,0.003002
6000,0.002001
6100,0.003003
6200,0.002001
6300,0.002001
6400,0.002002
6500,0.002002
6600,0.002002
6700,0.001001
6800,0.002001
6900,0.002002
7000,0.002000
7100,0.002001
7200,0.002001
7300,0.002001
7400,0.002002
7500,0.002001
7600,0.001001
7700,0.003003
7800,0.001001
7900,0.003001
8000,0.001001
8100,0.002002
8200,0.002001
8300,0.002001
8400,0.002002
8500,0.002006
8600,0.002000
8700,0.002003
8800,0.002501
8900,0.001500
9000,0.002002
9100,0.002502
9200,0.002040
9300,0.002001
9400,0.002001
9500,0.002002
9600,0.002001
9700,0.003001
9800,0.003002
9900,0.003002
10000,0.003004
10100,0.003002
10200,0.002000
10300,0.000998
10400,0.002003
10500,0.002000
10600,0.003002
10700,0.002002
10800,0.002001
10900,0.003002
11000,0.002001
11100,0.003003
11200,0.003002
11300,0.001001
11400,0.002001
11500,0.002002
11600,0.002002
11700,0.002000
11800,0.003003
11900,0.002003
12000,0.001000
12100,0.002002
12200,0.002001
12300,0.003001
12400,0.003001
12500,0.003003
12600,0.003001
12700,0.003006
12800,0.003003
12900,0.002502
13000,0.001500
13100,0.002002
13200,0.002001
13300,0.001501
13400,0.001501
13500,0.002005
13600,0.002002
13700,0.002005
13800,0.001999
13900,0.002001
14000,0.002002
14100,0.002001
14200,0.002001
14300,0.002001
14400,0.002001
14500,0.004003
14600,0.003004
14700,0.003001
14800,0.003003
14900,0.003001
15000,0.003003
15100,0.003001
15200,0.002003
15300,0.002001
15400,0.003002
15500,0.003002
15600,0.003003
15700,0.002000
15800,0.002001
15900,0.002002
16000,0.002002
16100,0.003002
16200,0.003002
16300,0.002002
16400,0.003001
16500,0.003002
16600,0.002002
16700,0.002001
16800,0.002001
16900,0.002005
17000,0.002504
17100,0.002501
17200,0.001501
17300,0.002001
17400,0.001501
17500,0.002001
17600,0.002001
17700,0.002005
17800,0.003001
17900,0.002002
18000,0.002002
18100,0.002001
18200,0.002001
18300,0.002002
18400,0.003002
18500,0.002002
18600,0.003003
18700,0.003000
18800,0.003002
18900,0.002001
19000,0.003003
19100,0.003002
19200,0.004003
19300,0.003003
19400,0.003001
19500,0.002001
19600,0.003003
19700,0.002001
19800,0.003003
19900,0.003001
