100,0.005003
200,0.004004
300,0.004002
400,0.004004
500,0.005002
600,0.003001
700,0.004004
800,0.005003
900,0.004003
1000,0.006004
1100,0.005003
1200,0.004003
1300,0.005003
1400,0.003003
1500,0.004002
1600,0.003002
1700,0.004008
1800,0.003502
1900,0.003001
2000,0.003503
2100,0.003001
2200,0.004006
2300,0.003003
2400,0.003002
2500,0.004002
2600,0.005003
2700,0.004004
2800,0.003000
2900,0.004004
3000,0.005003
3100,0.004003
3200,0.003002
3300,0.003003
3400,0.003002
3500,0.004005
3600,0.003999
3700,0.004005
3800,0.007004
3900,0.006004
4000,0.003004
4100,0.003001
4200,0.003003
4300,0.005010
4400,0.002999
4500,0.003505
4600,0.003002
4700,0.003002
4800,0.003213
4900,0.003003
5000,0.003002
5100,0.003001
5200,0.004004
5300,0.003001
5400,0.004002
5500,0.003001
5600,0.003002
5700,0.003001
5800,0.004004
5900,0.004002
6000,0.003002
6100,0.004004
6200,0.003001
6300,0.004004
6400,0.003002
6500,0.004001
6600,0.003002
6700,0.005004
6800,0.005005
6900,0.004000
7000,0.003003
7100,0.004009
7200,0.004002
7300,0.003002
7400,0.003002
7500,0.003504
7600,0.003003
7700,0.004003
7800,0.003002
7900,0.004003
8000,0.005003
8100,0.004004
8200,0.004001
8300,0.004003
8400,0.003001
8500,0.003003
8600,0.005003
8700,0.005002
8800,0.003004
8900,0.004003
9000,0.005001
9100,0.005003
9200,0.004003
9300,0.004004
9400,0.003001
9500,0.005003
9600,0.005509
9700,0.005504
9800,0.003002
9900,0.003504
10000,0.003001
10100,0.002504
10200,0.004004
10300,0.005002
10400,0.005004
10500,0.004003
10600,0.005003
10700,0.005003
10800,0.005003
10900,0.004004
11000,0.004002
11100,0.005003
11200,0.004003
11300,0.004004
11400,0.003001
11500,0.003003
11600,0.005002
11700,0.004002
11800,0.004002
11900,0.005003
12000,0.004510
12100,0.005501
12200,0.005005
12300,0.005008
12400,0.005002
12500,0.004003
12600,0.005003
12700,0.005002
12800,0.003004
12900,0.003003
13000,0.004000
13100,0.005002
13200,0.003003
13300,0.003002
13400,0.003001
13500,0.003005
13600,0.004000
13700,0.005004
13800,0.003001
13900,0.003002
14000,0.004004
14100,0.004002
14200,0.003001
14300,0.003002
14400,0.003002
14500,0.003005
14600,0.004007
14700,0.003500
14800,0.003001
14900,0.004004
15000,0.005510
15100,0.005002
15200,0.005003
15300,0.004002
15400,0.005005
15500,0.004001
15600,0.005003
15700,0.004003
15800,0.004005
15900,0.003001
16000,0.003003
16100,0.003000
16200,0.004003
16300,0.005003
16400,0.003002
16500,0.004003
16600,0.004002
16700,0.004003
16800,0.004003
16900,0.003005
17000,0.005004
17100,0.004008
17200,0.003002
17300,0.003002
17400,0.003002
17500,0.003682
17600,0.005004
17700,0.003000
17800,0.003005
17900,0.003002
18000,0.005002
18100,0.004003
18200,0.005002
18300,0.005003
18400,0.004002
18500,0.005003
18600,0.004003
18700,0.004005
18800,0.004001
18900,0.004002
19000,0.005004
19100,0.005004
19200,0.005003
19300,0.004002
19400,0.003002
19500,0.004010
19600,0.004002
19700,0.003002
19800,0.003001
19900,0.003502
20000,0.003547
20100,0.004003
20200,0.005004
20300,0.005003
20400,0.005003
20500,0.006004
20600,0.005002
20700,0.004004
20800,0.003001
20900,0.003002
21000,0.004003
21100,0.004003
21200,0.004004
21300,0.004001
21400,0.003003
21500,0.003001
21600,0.005007
21700,0.005000
